380	0.001349687
381	0.002079365
382	0.002084175
383	0.001828764
384	0.002250601
385	0.002797018
386	0.003164502
387	0.003217893
388	0.004022126
389	0.004713805
390	0.004858105
391	0.004252044
392	0.003718134
393	0.004576239
394	0.003790284
395	0.004025493
396	0.004675325
397	0.004718615
398	0.005993266
399	0.005916306
400	0.005651756
401	0.004569505
402	0.006238576
403	0.005363155
404	0.005810486
405	0.006387686
406	0.006714767
407	0.008205868
408	0.008422318
409	0.008345358
410	0.007696008
411	0.008845599
412	0.008518519
413	0.008802309
414	0.008403078
415	0.00951419
416	0.01049062
417	0.011260221
418	0.011948052
419	0.012919673
420	0.012929293
421	0.014487734
422	0.016830207
423	0.018759019
424	0.021260221
425	0.023569024
426	0.026936027
427	0.03015873
428	0.035690236
429	0.040740741
430	0.046897547
431	0.051851852
432	0.05974026
433	0.068734969
434	0.079365079
435	0.08951419
436	0.104617605
437	0.11967292
438	0.136459836
439	0.155122655
440	0.174987975
441	0.202020202
442	0.227994228
443	0.259259259
444	0.294372294
445	0.339105339
446	0.388167388
447	0.443001443
448	0.502645503
449	0.572871573
450	0.647907648
451	0.719095719
452	0.79028379
453	0.857142857
454	0.91967292
455	0.961519962
456	0.988936989
457	1
458	0.988936989
459	0.958633959
460	0.916305916
461	0.861471861
462	0.801346801
463	0.727753728
464	0.667628668
465	0.613756614
466	0.564213564
467	0.518037518
468	0.481000481
469	0.453102453
470	0.428090428
471	0.404521405
472	0.378547379
473	0.355940356
474	0.333333333
475	0.310726311
476	0.284271284
477	0.257335257
478	0.235690236
479	0.214045214
480	0.195767196
481	0.174795575
482	0.159259259
483	0.145598846
484	0.135882636
485	0.126118326
486	0.117652718
487	0.10971621
488	0.104184704
489	0.098220298
490	0.093410293
491	0.088215488
492	0.083982684
493	0.079124579
494	0.076094276
495	0.071957672
496	0.070947571
497	0.069071669
498	0.069312169
499	0.06955267
500	0.07027417
501	0.072390572
502	0.075805676
503	0.08027898
504	0.083838384
505	0.08965849
506	0.095526696
507	0.101491101
508	0.11029341
509	0.119288119
510	0.128042328
511	0.136796537
512	0.146272246
513	0.157142857
514	0.168542569
515	0.179124579
516	0.189129389
517	0.1996152
518	0.212602213
519	0.223184223
520	0.234728235
521	0.244348244
522	0.257816258
523	0.268398268
524	0.279461279
525	0.290524291
526	0.301106301
527	0.311688312
528	0.32034632
529	0.327561328
530	0.333333333
531	0.338624339
532	0.343434343
533	0.348244348
534	0.351130351
535	0.354016354
536	0.355940356
537	0.357383357
538	0.358345358
539	0.358345358
540	0.357864358
541	0.355940356
542	0.354016354
543	0.351611352
544	0.346801347
545	0.342953343
546	0.338143338
547	0.333814334
548	0.329004329
549	0.323713324
550	0.317941318
551	0.312169312
552	0.304954305
553	0.2996633
554	0.293410293
555	0.286195286
556	0.278980279
557	0.271765272
558	0.265512266
559	0.259259259
560	0.251563252
561	0.243867244
562	0.238095238
563	0.230880231
564	0.224146224
565	0.218374218
566	0.211159211
567	0.203944204
568	0.198172198
569	0.193843194
570	0.186820587
571	0.18018278
572	0.174795575
573	0.168975469
574	0.163155363
575	0.158441558
576	0.152958153
577	0.148484848
578	0.144636845
579	0.14040404
580	0.136459836
581	0.132227032
582	0.128427128
583	0.125637326
584	0.122222222
585	0.11952862
586	0.115584416
587	0.113516114
588	0.10990861
589	0.106493506
590	0.103222703
591	0.1000962
592	0.096392496
593	0.095430495
594	0.094612795
595	0.093698894
596	0.092255892
597	0.091534392
598	0.091101491
599	0.091149591
600	0.090620491
601	0.089225589
602	0.087638288
603	0.093025493
604	0.113275613
605	0.137662338
606	0.150697451
607	0.163107263
608	0.198172198
609	0.261183261
610	0.312650313
611	0.335257335
612	0.324675325
613	0.317941318
614	0.313612314
615	0.30976431
616	0.261183261
617	0.201058201
618	0.163299663
619	0.146801347
620	0.140548341
621	0.13992304
622	0.142231842
623	0.143963444
624	0.156180856
625	0.201058201
626	0.337662338
627	0.47955748
628	0.55988456
629	0.612313612
630	0.683982684
631	0.798941799
632	0.821548822
633	0.775372775
634	0.632996633
635	0.512746513
636	0.415103415
637	0.357864358
638	0.250601251
639	0.15040885
