675.453735	1.759719	0.375556
677.037109	1.760378	0.375552
678.620361	1.761037	0.375547
680.203491	1.761697	0.375539
681.786621	1.762357	0.375531
683.36969	1.763017	0.375521
684.952576	1.763677	0.375509
686.535522	1.764338	0.375496
688.118286	1.764998	0.375482
689.70105	1.765658	0.375466
691.28363	1.766317	0.375449
692.866211	1.766977	0.375431
694.44873	1.767636	0.375412
696.031128	1.768294	0.375392
697.613403	1.768951	0.375371
699.195679	1.769608	0.375349
700.777832	1.770264	0.375325
702.359985	1.770919	0.375301
703.941956	1.771574	0.375276
705.523865	1.772227	0.37525
707.105713	1.772879	0.375224
708.687439	1.77353	0.375196
710.269104	1.774179	0.375168
711.850708	1.774827	0.375139
713.43219	1.775474	0.37511
715.013611	1.77612	0.37508
716.59491	1.776764	0.375049
718.176147	1.777406	0.375017
719.757324	1.778047	0.374986
721.338379	1.778686	0.374953
722.919312	1.779323	0.37492
724.500244	1.779959	0.374887
726.081055	1.780593	0.374854
727.661743	1.781225	0.374819
729.242371	1.781855	0.374785
730.822876	1.782483	0.37475
732.40332	1.783109	0.374715
733.983704	1.783733	0.37468
735.563904	1.784354	0.374644
737.144104	1.784974	0.374608
738.724121	1.785592	0.374572
740.304077	1.786207	0.374536
741.883972	1.78682	0.3745
743.463745	1.787431	0.374463
745.043457	1.78804	0.374426
746.623047	1.788646	0.37439
748.202515	1.78925	0.374353
749.781921	1.789851	0.374316
751.361206	1.79045	0.374279
752.94043	1.791047	0.374242
754.519531	1.791641	0.374205
756.098511	1.792232	0.374168
757.677429	1.792821	0.374131
759.256226	1.793407	0.374094
760.834961	1.793991	0.374057
762.413513	1.794572	0.37402
763.992065	1.795151	0.373983
765.570435	1.795727	0.373947
767.148743	1.7963	0.37391
768.726929	1.796871	0.373874
770.305054	1.797438	0.373837
771.882996	1.798003	0.373801
773.460876	1.798566	0.373765
775.038635	1.799125	0.373729
776.616333	1.799682	0.373694
778.193909	1.800236	0.373658
779.771362	1.800787	0.373623
