380	0.265936014
385	0.333757756
390	0.288242405
395	0.2993956
400	0.310548795
405	0.32170199
410	0.333757756
415	0.345813522
420	0.357869288
425	0.369925054
430	0.38198082
435	0.394503989
440	0.407027158
445	0.419550326
450	0.432073495
455	0.444596664
460	0.457700056
465	0.470803449
470	0.483906842
475	0.497010235
480	0.510113627
485	0.523829479
490	0.53754533
495	0.551261181
500	0.564977033
505	0.578692884
510	0.592860021
515	0.607027158
520	0.621194294
525	0.635361431
530	0.649528568
535	0.66390523
540	0.678281892
545	0.692658554
550	0.707035216
555	0.721411878
560	0.735240551
565	0.749069224
570	0.762897897
575	0.776726569
580	0.790555242
585	0.802965589
590	0.815375937
595	0.827786284
600	0.840196631
605	0.852606979
610	0.863244419
615	0.87388186
620	0.884519301
625	0.895156741
630	0.905794182
635	0.914416955
640	0.923039729
645	0.931662503
650	0.940285277
655	0.948908051
660	0.954952051
665	0.960996051
670	0.967040052
675	0.973084052
680	0.979128052
685	0.982270932
690	0.985413813
695	0.988556693
700	0.991699573
705	0.994842453
710	0.995728906
715	0.99661536
720	0.997501813
725	0.998388267
730	0.99927472
735	0.998630027
740	0.997985333
745	0.99734064
750	0.996695946
755	0.996051253
760	0.995245386
765	0.99443952
770	0.993633653
775	0.992827786
780	0.99202192
